source_file,source_row_number,raw_record_id,date,time,observed_at,needs_review,review_reasons,possible_normalized_duplicate,normalized_duplicate_group,input_raw_record_id,input_source_file,input_source_sheet,input_source_row_number,input_observed_at,input_needs_review,input_review_reasons,water_in_return,mins_added,return_now,nutrient_solution,ph_down,how_much_consumed,leak_or_no,how_many_planted,problems,plant,seed_or_seedling,age,watered_amount,how_many_plants_planted,problems_faced,date_raw,how_much_consumed_raw,leak_or_no_raw,mins_added_raw,ph_down_raw,plant_raw,return_now_raw,seed_or_seedling_raw,time_raw,water_in_return_raw,watered_amount_raw,mins_added_minutes,mins_added_parse_status,water_in_return_liters,water_in_return_liters_parse_status,return_now_liters,return_now_liters_parse_status,how_much_consumed_liters,how_much_consumed_liters_parse_status,watered_amount_liters,watered_amount_liters_parse_status,ph_down_milliliters,ph_down_milliliters_parse_status,leak_reported,problem_notes,planting_notes,water_in_return_liters_possible_outlier,return_now_liters_possible_outlier,how_much_consumed_liters_possible_outlier,watered_amount_liters_possible_outlier,ph_down_milliliters_possible_outlier,mins_added_minutes_possible_outlier,age_raw,date_raw_source,how_many_planted_raw,how_many_plants_planted_raw,how_much_consumed_raw_source,how_much_consumed_liters_raw,input_observed_at_raw,leak_or_no_raw_source,mins_added_raw_source,mins_added_minutes_raw,nutrient_solution_raw,ph_down_raw_source,ph_down_milliliters_raw,plant_raw_source,planting_notes_raw,problem_notes_raw,problems_raw,problems_faced_raw,return_now_raw_source,return_now_liters_raw,seed_or_seedling_raw_source,time_raw_source,water_in_return_raw_source,water_in_return_liters_raw,watered_amount_raw_source,watered_amount_liters_raw,date_date_parse_status,mins_added_minutes_parse_status,mins_added_minutes_numeric_parse_status,water_in_return_liters_numeric_parse_status,return_now_liters_numeric_parse_status,how_much_consumed_liters_numeric_parse_status,watered_amount_liters_numeric_parse_status,ph_down_milliliters_numeric_parse_status
cleaned_data.csv,12,cleaned_data.csv::row_12,2025-08-19,11:37:00,2025-08-19T11:37:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_12,Water consumption in glasshouse new cycle - original data.xlsx,Towers,12,2025-08-19T11:37:00,True,mins_added_not_machine_parseable,120L,manually,200L,peristaltic pumps,,30L,yes R1 ALOT,all except 1 tower,rotation and lights off when I arrive,,,,,,,2025-08-19 00:00:00,30L,yes R1 ALOT,manually,-,,200L,,11:37:00,120L,,,manual_entry,120.0,parsed,200.0,parsed,30.0,parsed,,missing,,missing,True,rotation and lights off when I arrive,all except 1 tower,False,False,False,False,False,False,,2025-08-19,all except 1 tower,,30L,30.0,2025-08-19T11:37:00,yes R1 ALOT,manually,,peristaltic pumps,,,,all except 1 tower,rotation and lights off when I arrive,rotation and lights off when I arrive,,200L,200.0,,11:37:00,120L,120.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,13,cleaned_data.csv::row_13,2025-08-20,11:50:00,2025-08-20T11:50:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_13,Water consumption in glasshouse new cycle - original data.xlsx,Towers,13,2025-08-20T11:50:00,True,mins_added_not_machine_parseable,126L,manually,200L,peristaltic pumps,,74L,yes R1 ALOT and 2 cylinders in R1,all except 1 tower,rotation and lights off when I arrive,,,,,,,2025-08-20 00:00:00,74L,yes R1 ALOT and 2 cylinders in R1,manually,-,,200L,,11:50:00,126L,,,manual_entry,126.0,parsed,200.0,parsed,74.0,parsed,,missing,,missing,True,rotation and lights off when I arrive,all except 1 tower,False,False,False,False,False,False,,2025-08-20,all except 1 tower,,74L,74.0,2025-08-20T11:50:00,yes R1 ALOT and 2 cylinders in R1,manually,,peristaltic pumps,,,,all except 1 tower,rotation and lights off when I arrive,rotation and lights off when I arrive,,200L,200.0,,11:50:00,126L,126.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,14,cleaned_data.csv::row_14,2025-08-20,12:58:00,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_14,Water consumption in glasshouse new cycle - original data.xlsx,Towers,14,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier,196L,,,peristaltic pumps,,4L in 1 cycle!!!,yes R1 ALOT and 2 cylinders in R1,all except 1 tower,for 24 cycles we lost 74L so around 3.08L per cycle (leak),,,,,,,2025-08-20 00:00:00,4L in 1 cycle!!!,yes R1 ALOT and 2 cylinders in R1,-,-,,-,,12:58:00,196L,,,missing,196.0,parsed,,missing,4.0,parsed,,missing,,missing,True,for 24 cycles we lost 74L so around 3.08L per cycle (leak),all except 1 tower,False,False,False,False,False,False,,2025-08-20,all except 1 tower,,4L in 1 cycle!!!,4.0,2025-08-20T12:58:00,yes R1 ALOT and 2 cylinders in R1,,,peristaltic pumps,,,,all except 1 tower,for 24 cycles we lost 74L so around 3.08L per cycle (leak),for 24 cycles we lost 74L so around 3.08L per cycle (leak),,,,,12:58:00,196L,196.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,15,cleaned_data.csv::row_15,2025-08-21,12:36:00,2025-08-21T12:36:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_15,Water consumption in glasshouse new cycle - original data.xlsx,Towers,15,2025-08-21T12:36:00,False,,150L,2 mins,190L,peristaltic pumps,,46L,no more leaking,all except 1 tower,,,,,,,,2025-08-21 00:00:00,46L,no more leaking,2 mins,-,,190L,,12:36:00,150L,,2.0,parsed,150.0,parsed,190.0,parsed,46.0,parsed,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-21,all except 1 tower,,46L,46.0,2025-08-21T12:36:00,no more leaking,2 mins,2.0,peristaltic pumps,,,,all except 1 tower,,,,190L,190.0,,12:36:00,150L,150.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,16,cleaned_data.csv::row_16,2025-08-22,11:27:00,2025-08-22T11:27:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_16,Water consumption in glasshouse new cycle - original data.xlsx,Towers,16,2025-08-22T11:27:00,False,,160L,3 mins,230L,peristaltic pumps,10ml,30L,no more leaking,all except 1 tower,,,,,,,,2025-08-22 00:00:00,30L,no more leaking,3 mins,10ml,,230L,,11:27:00,160L,,3.0,parsed,160.0,parsed,230.0,parsed,30.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-22,all except 1 tower,,30L,30.0,2025-08-22T11:27:00,no more leaking,3 mins,3.0,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,230L,230.0,,11:27:00,160L,160.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,17,cleaned_data.csv::row_17,2025-08-25,08:51:00,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_17,Water consumption in glasshouse new cycle - original data.xlsx,Towers,17,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,90L,3 mins,150L,peristaltic pumps,10ml,140L (weekend),no more leaking,all except 1 tower,,,,,,,,2025-08-25 00:00:00,140L (weekend),no more leaking,3 mins,10ml,,150L,,08:51:00,90L,,3.0,parsed,90.0,parsed,150.0,parsed,140.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,True,False,False,False,,2025-08-25,all except 1 tower,,140L (weekend),140.0,2025-08-25T08:51:00,no more leaking,3 mins,3.0,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,150L,150.0,,08:51:00,90L,90.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,18,cleaned_data.csv::row_18,2025-08-25,10:54:00,2025-08-25T10:54:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_18,Water consumption in glasshouse new cycle - original data.xlsx,Towers,18,2025-08-25T10:54:00,True,mins_added_not_machine_parseable,150L,manually,200L,peristaltic pumps,,,no more leaking,all except 1 tower,,,,,,,,2025-08-25 00:00:00,-,no more leaking,manually,-,,200L,,10:54:00,150L,,,manual_entry,150.0,parsed,200.0,parsed,,missing,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-25,all except 1 tower,,,,2025-08-25T10:54:00,no more leaking,manually,,peristaltic pumps,,,,all except 1 tower,,,,200L,200.0,,10:54:00,150L,150.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,missing
cleaned_data.csv,19,cleaned_data.csv::row_19,2025-08-26,13:50:00,2025-08-26T13:50:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_19,Water consumption in glasshouse new cycle - original data.xlsx,Towers,19,2025-08-26T13:50:00,False,,140L,1 min 30 sec,175L,peristaltic pumps,10ml,60L,no more leaking,all except 1 tower,,,,,,,,2025-08-26 00:00:00,60L,no more leaking,1 min 30 sec,10ml,,175L,,13:50:00,140L,,1.5,parsed,140.0,parsed,175.0,parsed,60.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-26,all except 1 tower,,60L,60.0,2025-08-26T13:50:00,no more leaking,1 min 30 sec,1.5,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,175L,175.0,,13:50:00,140L,140.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,20,cleaned_data.csv::row_20,2025-08-27,08:56:00,2025-08-27T08:56:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_20,Water consumption in glasshouse new cycle - original data.xlsx,Towers,20,2025-08-27T08:56:00,False,,145L,1 min 30 sec,170L,peristaltic pumps,,30L,no more leaking,all except 1 tower,,,,,,,,2025-08-27 00:00:00,30L,no more leaking,1 min 30 sec,-,,170L,,08:56:00,145L,,1.5,parsed,145.0,parsed,170.0,parsed,30.0,parsed,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-27,all except 1 tower,,30L,30.0,2025-08-27T08:56:00,no more leaking,1 min 30 sec,1.5,peristaltic pumps,,,,all except 1 tower,,,,170L,170.0,,08:56:00,145L,145.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,21,cleaned_data.csv::row_21,2025-08-27,12:15:00,2025-08-27T12:15:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_21,Water consumption in glasshouse new cycle - original data.xlsx,Towers,21,2025-08-27T12:15:00,False,,160L,,,peristaltic pumps,,10L,no more leaking,all except 1 tower,,,,,,,,2025-08-27 00:00:00,10L,no more leaking,-,-,,-,,12:15:00,160L,,,missing,160.0,parsed,,missing,10.0,parsed,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-27,all except 1 tower,,10L,10.0,2025-08-27T12:15:00,no more leaking,,,peristaltic pumps,,,,all except 1 tower,,,,,,,12:15:00,160L,160.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,22,cleaned_data.csv::row_22,2025-08-28,11:11:00,2025-08-28T11:11:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_22,Water consumption in glasshouse new cycle - original data.xlsx,Towers,22,2025-08-28T11:11:00,False,,126L,,,peristaltic pumps,,34L,no more leaking,all except 1 tower,,,,,,,,2025-08-28 00:00:00,34L,no more leaking,-,-,,-,,11:11:00,126L,,,missing,126.0,parsed,,missing,34.0,parsed,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-28,all except 1 tower,,34L,34.0,2025-08-28T11:11:00,no more leaking,,,peristaltic pumps,,,,all except 1 tower,,,,,,,11:11:00,126L,126.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,23,cleaned_data.csv::row_23,2025-08-28,14:20:00,2025-08-28T14:20:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_23,Water consumption in glasshouse new cycle - original data.xlsx,Towers,23,2025-08-28T14:20:00,True,mins_added_not_machine_parseable,,manually,155L,peristaltic pumps,,,no more leaking,all except 1 tower,,,,,,,,2025-08-28 00:00:00,-,no more leaking,manually,-,,155L,,14:20:00,-,,,manual_entry,,missing,155.0,parsed,,missing,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-28,all except 1 tower,,,,2025-08-28T14:20:00,no more leaking,manually,,peristaltic pumps,,,,all except 1 tower,,,,155L,155.0,,14:20:00,,,,,parsed,manual_entry,missing,missing,parsed,missing,missing,missing
cleaned_data.csv,24,cleaned_data.csv::row_24,2025-08-29,12:47:00,2025-08-29T12:47:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_24,Water consumption in glasshouse new cycle - original data.xlsx,Towers,24,2025-08-29T12:47:00,False,,110L,3 mins,175L,peristaltic pumps,10ml,45L,no more leaking,all except 1 tower,,,,,,,,2025-08-29 00:00:00,45L,no more leaking,3 mins,10ml,,175L,,12:47:00,110L,,3.0,parsed,110.0,parsed,175.0,parsed,45.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-29,all except 1 tower,,45L,45.0,2025-08-29T12:47:00,no more leaking,3 mins,3.0,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,175L,175.0,,12:47:00,110L,110.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,25,cleaned_data.csv::row_25,2025-09-01,12:39:00,2025-09-01T12:39:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_25,Water consumption in glasshouse new cycle - original data.xlsx,Towers,25,2025-09-01T12:39:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,50L supply missing 25L,3 mins,140L,peristaltic pumps,,150L (weekend),no more leaking,all except 1 tower,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",,,,,,,2025-09-01 00:00:00,150L (weekend),no more leaking,3 mins,-,,140L,,12:39:00,50L supply missing 25L,,3.0,parsed,,ambiguous_multiple_quantities,140.0,parsed,150.0,parsed,,missing,,missing,False,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",all except 1 tower,False,False,True,False,False,False,,2025-09-01,all except 1 tower,,150L (weekend),150.0,2025-09-01T12:39:00,no more leaking,3 mins,3.0,peristaltic pumps,,,,all except 1 tower,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps","there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",,140L,140.0,,12:39:00,50L supply missing 25L,,,,parsed,parsed,parsed,missing,parsed,parsed,missing,missing
cleaned_data.csv,26,cleaned_data.csv::row_26,2025-09-02,10:51:00,2025-09-02T10:51:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_26,Water consumption in glasshouse new cycle - original data.xlsx,Towers,26,2025-09-02T10:51:00,True,mins_added_not_machine_parseable,105L,manually,160L,peristaltic pumps,10ml,35L,no more leaking,all except 1 tower,,,,,,,,2025-09-02 00:00:00,35L,no more leaking,manually,10ml,,160L,,10:51:00,105L,,,manual_entry,105.0,parsed,160.0,parsed,35.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-09-02,all except 1 tower,,35L,35.0,2025-09-02T10:51:00,no more leaking,manually,,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,160L,160.0,,10:51:00,105L,105.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,parsed
